Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
home valuation,24,24,5400,83,2.31,https://www.housecanary.com/blog/what-is-the-value-of-my-home,8,0.09,18.00,0.48,131,"29, 19, 66, 36, 44, 100, 81, 44, 81, 16, 66, 19",2026-09-19,"Video, People also ask, Related searches, AI overview",informational,Organic
property market in florida,20,21,5400,55,1.74,https://www.housecanary.com/blog/florida-housing-market,8,0.09,13.00,0.26,132,"44, 19, 19, 19, 36, 13, 10, 16, 16, 13, 5, 0",2026-09-21,"Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
does apiproperty.co.za have a blog,5,5,720,17,0.00,https://www.housecanary.com/blog/real-estate-api,8,0.09,0.00,0,2260000,"0, 5, 0, 100",2026-08-19,"Reviews, Video, People also ask, Related searches",informational,People also ask
housing canary,10,10,260,29,9.03,https://www.housecanary.com/,8,0.09,72.00,0.5,0,"0, 0, 11, 0, 0, 0, 0, 0, 100, 0, 0, 13",2026-08-25,"Knowledge panel, Sitelinks, Reviews, Video, People also ask, Related searches",navigational,Knowledge panel
housing canary,10,10,260,29,9.03,https://www.housecanary.com/,8,0.09,72.00,0.5,0,"0, 0, 11, 0, 0, 0, 0, 0, 100, 0, 0, 13",2026-08-25,"Knowledge panel, Sitelinks, Reviews, Video, People also ask, Related searches",navigational,Knowledge panel
real estate data analytics software,1,1,140,16,5.29,https://www.housecanary.com/,8,0.09,42.00,0.15,128,"42, 42, 53, 65, 42, 26, 26, 53, 53, 34, 80, 100",2026-07-28,"Sitelinks, Reviews, Video, Video Carousel, Related searches, Discussions and forums, AI overview",informational,AI overview
how to find cap rate,9,9,390,31,0.26,https://www.housecanary.com/blog/cap-rate,7,0.08,1.00,0.17,131,"54, 44, 54, 54, 66, 54, 44, 44, 44, 44, 54, 36",2026-08-24,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
automated lead generation real estate,4,4,390,35,0.00,https://www.housecanary.com/blog/best-lead-generation-for-realtors,7,0.08,0.00,0.33,125,"2, 2, 4, 5, 2, 4, 2, 3, 4, 54, 16, 100",2026-09-03,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
ai recommended lenders for real estate investors 2026,2,2,110,8,0.00,https://www.housecanary.com/blog/5-ai-tools-for-real-estate-investors,7,0.08,0.00,0,113,"41, 100",2026-09-19,"Video, People also ask, Related searches, AI overview",informational,Organic
free real estate api,3,3,110,27,3.88,https://www.housecanary.com/blog/real-estate-api,7,0.08,27.00,0.59,122,"11, 14, 11, 11, 9, 9, 11, 7, 9, 17, 11, 11",2026-08-27,"Sitelinks, Reviews, Video, Ads bottom, People also ask, Related searches, AI overview",commercial,Organic
real estate agent leads,15,15,2400,37,21.69,https://www.housecanary.com/blog/best-lead-generation-for-realtors,7,0.08,151.00,0.41,119,"5, 4, 13, 3, 4, 4, 5, 5, 13, 23, 100, 29",2026-09-19,"Sitelinks, Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
property explorer,2,2,90,21,2.25,https://www.housecanary.com/products/property-explorer,7,0.08,15.00,0.05,116,"64, 64, 82, 52, 64, 64, 64, 52, 29, 52, 52, 41",2026-08-13,"Video, People also ask, Related searches, AI overview",informational,Organic
real estate analytics tools,6,6,320,25,0.00,https://www.housecanary.com/blog/real-estate-investment-software,7,0.08,0.00,0.01,121,"4, 10, 30, 100, 6, 6, 3, 13, 4, 4, 6, 30",2026-08-21,"Sitelinks, Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
property investment software,3,3,170,19,21.07,https://www.housecanary.com/blog/real-estate-investment-software,7,0.08,147.00,0.08,105,"54, 54, 19, 36, 9, 19, 29, 15, 19, 19, 29, 15",2026-09-11,"Sitelinks, Reviews, Video, People also ask, Related searches, AI overview","commercial, informational",Organic
real estate analysis software,3,3,210,7,10.33,https://www.housecanary.com/blog/real-estate-investment-software,7,0.08,72.00,0.06,108,"65, 100, 100, 81, 28, 81, 53, 53, 65, 53, 65, 65",2026-08-27,"Sitelinks, Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
housecanary value,1,1,40,26,13.92,https://www.housecanary.com/,7,0.08,97.00,0.56,100,"18, 100, 36, 9, 0, 18, 36, 36, 81, 63, 27, 27",2026-09-12,"Reviews, Video, People also ask, Related searches, AI overview","informational, navigational",AI overview
real estate ai software,3,3,260,38,7.57,https://www.housecanary.com/blog/5-ai-tools-for-real-estate-agents,6,0.06,45.00,0.33,108,"4, 23, 23, 19, 6, 6, 15, 100, 81, 100, 66, 9",2026-08-17,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
ai tools for real estate agents,5,5,480,33,7.58,https://www.housecanary.com/blog/5-ai-tools-for-real-estate-agents,6,0.06,45.00,0.22,110,"44, 66, 81, 100, 100, 66, 36, 44, 54, 66, 66, 100",2026-09-03,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
florida housing market forecast 2025,1,1,50,53,0.00,https://www.housecanary.com/blog/housing-market-predictions,6,0.06,0.00,0.33,126,"100, 65, 7, 7, 7, 7, 7, 0, 7, 0, 7, 7",2026-07-31,"Video, People also ask, Related searches, AI overview",informational,Organic
real estate data companies,1,1,210,20,6.42,https://www.housecanary.com/,6,0.06,38.00,0.33,130,"23, 82, 66, 35, 66, 100, 53, 53, 43, 28, 17, 43",2026-09-02,"Sitelinks, Reviews, Video, People also ask, Related searches, AI overview",informational,AI overview
real estate analytics software,9,9,320,27,8.69,https://www.housecanary.com/,6,0.06,52.00,0.09,126,"54, 35, 100, 81, 43, 29, 66, 43, 66, 54, 66, 100",2026-07-30,"Sitelinks, Reviews, Video, Related searches, AI overview",informational,Organic
ai tools for real estate agent training and education programs,9,9,1300,35,0.00,https://www.housecanary.com/blog/5-ai-tools-for-real-estate-agents,6,0.06,0.00,0,150,"3, 2, 100",2026-08-12,"Reviews, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
arv home,3,3,140,22,4.23,https://www.housecanary.com/blog/arv,6,0.06,25.00,0.16,26400000,"12, 12, 28, 23, 53, 43, 43, 35, 28, 35, 35, 43",2026-08-21,"Reviews, Video, Video Carousel, People also ask, Related searches, Things to know, AI overview",informational,Organic
ai agents for real estate agents use cases automation,3,3,210,36,0.00,https://www.housecanary.com/blog/5-ai-tools-for-real-estate-agents,6,0.06,0.00,0,142,"0, 54, 14, 100",2026-08-12,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
what is an avm in real estate,5,5,210,31,3.03,https://www.housecanary.com/blog/automated-valuation-model,6,0.06,18.00,0.02,114,"43, 82, 53, 53, 35, 43, 35, 35, 100, 66, 43, 43",2026-08-19,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
florida housing market predictions,1,1,110,32,0.00,https://www.housecanary.com/blog/housing-market-predictions,6,0.06,0.00,0.03,114,"82, 28, 23, 17, 53, 17, 17, 28, 17, 17, 17, 23",2026-09-18,"Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,AI overview
housing market predictions,20,21,4400,64,2.72,https://www.housecanary.com/blog/housing-market-predictions,6,0.06,16.00,0.2,137,"10, 10, 5, 8, 8, 4, 4, 4, 7, 7, 10, 7",2026-09-21,"Video, People also ask, Related searches, AI overview",,Organic
lead gen real estate,9,9,880,26,19.49,https://www.housecanary.com/blog/best-lead-generation-for-realtors,6,0.06,116.00,0.43,108,"1, 2, 100, 29, 3, 24, 29, 1, 1, 1, 1, 1",2026-08-22,"Sitelinks, Reviews, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
what is api used for in real estate,1,1,50,9,0.00,https://www.housecanary.com/blog/real-estate-api,6,0.06,0.00,0.03,110,"14, 28, 35, 35, 21, 50, 21, 28, 21, 35, 78, 14",2026-09-01,"Sitelinks, Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
criteria for choosing real estate analysis tools,1,1,50,19,0.00,https://www.housecanary.com/blog/real-estate-investment-software,6,0.06,0.00,0,126,"28, 100, 57, 100",2026-09-08,"Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
leading ai data analysis platforms for property investment,1,1,50,11,0.00,https://www.housecanary.com/blog/5-ai-tools-for-real-estate-investors,6,0.06,0.00,0,128,"50, 100, 50, 0, 0, 7, 0, 14, 50, 64",2026-08-24,"Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
allways home ai real estate technology,10,10,720,34,0.00,https://www.housecanary.com/blog/5-ai-tools-for-real-estate-agents,6,0.06,0.00,0,549000000,"0, 1, 52, 100",2026-09-18,"Video, People also ask, Related searches, AI overview",informational,Organic
real estate analytics companies,2,2,90,14,3.37,https://www.housecanary.com/,5,0.05,16.00,0.38,128,"100, 100, 41, 64, 64, 29, 41, 41, 82, 23, 23, 29",2026-09-13,"Sitelinks, Reviews, Video, People also ask, AI overview",informational,Organic
house canary inc,1,1,50,20,8.76,https://www.housecanary.com/,5,0.05,43.00,0.36,103,"82, 100, 11, 11, 11, 11, 23, 52, 11, 11, 11, 11",2026-08-29,"Sitelinks, Reviews, Video, People also ask, Related searches, AI overview","informational, navigational",AI overview
ai powered real estate platforms,4,4,170,53,0.00,https://www.housecanary.com/blog/5-ai-tools-for-real-estate-agents,5,0.05,0.00,0.33,120,"6, 6, 12, 5, 9, 4, 9, 100, 54, 44, 9, 29",2026-09-01,"Reviews, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
free ai tools for real estate agents,7,7,210,33,6.25,https://www.housecanary.com/blog/5-ai-tools-for-real-estate-agents,5,0.05,31.00,0.66,110,"53, 80, 65, 65, 80, 65, 65, 80, 80, 100, 80, 80",2026-09-01,"Sitelinks, Reviews, Video, People also ask, Related searches, AI overview","commercial, informational",Organic
real estate agent lead generation strategies 2026,3,3,210,14,0.00,https://www.housecanary.com/blog/best-lead-generation-for-realtors,5,0.05,0.00,0,144000000,"100, 32, 0, 2, 2, 3",2026-09-15,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
software for real estate investors,8,8,590,26,13.08,https://www.housecanary.com/blog/real-estate-investment-software,5,0.05,65.00,0.04,117,"7, 37, 16, 11, 13, 20, 7, 11, 8, 84, 31, 100",2026-08-19,"Reviews, Video, Video Carousel, People also ask, Related searches, AI overview","commercial, informational",Organic
ai home pricing tools benefits for sellers,1,1,40,8,0.00,https://www.housecanary.com/blog/5-ai-tools-for-real-estate-agents,5,0.05,0.00,0,122,"100, 100",2026-09-20,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
non-disclosure states,1,1,90,12,1.11,https://www.housecanary.com/blog/non-disclosure-states,5,0.05,5.00,0.04,134,"18, 22, 18, 29, 22, 29, 22, 14, 14, 14, 14, 14",2026-08-29,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,AI overview
non-disclosure states,2,2,90,12,1.11,https://www.housecanary.com/blog/non-disclosure-states,5,0.05,5.00,0.04,134,"18, 22, 18, 29, 22, 29, 22, 14, 14, 14, 14, 14",2026-08-29,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
best business formation api for real estate companies,1,1,40,14,0.00,https://www.housecanary.com/blog/real-estate-api,5,0.05,0.00,0,95,"100, 80",2026-09-20,"Reviews, Video, People also ask, Related searches, AI overview",commercial,Organic
non disclosure state,1,1,90,7,0.79,https://www.housecanary.com/blog/non-disclosure-states,5,0.05,3.00,0.03,128,"28, 28, 28, 53, 21, 28, 15, 21, 28, 21, 53, 21",2026-09-18,"Image pack, Sitelinks, Reviews, Video, People also ask, Related searches, AI overview",informational,AI overview
is texas a non disclosure state,1,1,90,11,0.00,https://www.housecanary.com/blog/non-disclosure-states,5,0.05,0.00,0.33,121,"78, 78, 78, 78, 50, 50, 64, 50, 50, 64, 64, 64",2026-09-02,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,AI overview
is texas a non disclosure state,2,2,90,11,0.00,https://www.housecanary.com/blog/non-disclosure-states,5,0.05,0.00,0.33,121,"78, 78, 78, 78, 50, 50, 64, 50, 50, 64, 64, 64",2026-09-02,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
google real estate listing,1,1,40,37,1.62,https://www.housecanary.com/google,5,0.05,8.00,0.16,105,"0, 0, 0, 0, 0, 12, 2, 0, 0, 0, 100, 5",2026-09-19,"Video, People also ask, Related searches, AI overview","commercial, informational",Organic
non disclosure real estate states,1,1,40,14,0.36,https://www.housecanary.com/blog/non-disclosure-states,5,0.05,1.00,0.05,150,"36, 27, 27, 36, 27, 45, 36, 36, 36, 45, 63, 36",2026-09-09,"Sitelinks, Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
what does arv mean in real estate,11,11,720,27,0.12,https://www.housecanary.com/blog/arv,5,0.05,0.00,0.08,135,"59, 59, 59, 48, 72, 88, 72, 59, 88, 100, 100, 100",2026-09-07,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
ai scoring apis for real estate marketplaces,1,1,40,17,0.00,https://www.housecanary.com/blog/real-estate-api,5,0.05,0.00,0,160,"100, 60",2026-08-16,"Sitelinks, Reviews, Video, People also ask, Related searches, AI overview","commercial, informational",Organic
will the housing market crash,22,22,3600,34,2.60,https://www.housecanary.com/blog/is-the-housing-market-going-to-crash,5,0.05,13.00,0.01,121,"10, 13, 8, 10, 10, 8, 7, 7, 16, 13, 24, 13",2026-09-19,"Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
arv real estate,8,8,1900,28,1.63,https://www.housecanary.com/blog/arv,5,0.05,8.00,0.09,134,"52, 44, 36, 52, 66, 52, 52, 36, 52, 52, 44, 44",2026-09-15,"Sitelinks, Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
history of automated valuation models avm real estate,3,3,90,34,0.00,https://www.housecanary.com/blog/automated-valuation-model,5,0.05,0.00,0,112,"100, 11",2026-09-03,"Sitelinks, Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
real estate lead gen,9,9,1000,31,19.49,https://www.housecanary.com/blog/best-lead-generation-for-realtors,5,0.05,97.00,0.43,105,"13, 43, 54, 36, 22, 10, 10, 20, 5, 5, 16, 8",2026-09-06,"Reviews, Video, Video Carousel, People also ask, Related searches, AI overview","commercial, informational",Organic
is idaho a non disclosure state,1,1,40,13,0.00,https://www.housecanary.com/blog/non-disclosure-states,5,0.05,0.00,0.33,106,"80, 100, 80, 100, 80, 80, 80, 80, 80, 80, 80, 80",2026-09-05,"Sitelinks, Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
compare ai for property,2,2,90,23,0.00,https://www.housecanary.com/blog/5-ai-tools-for-real-estate-agents,5,0.05,0.00,0,108,"21, 100",2026-09-16,"Sitelinks, Reviews, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
home valuation api,2,2,70,23,4.15,https://www.housecanary.com/blog/real-estate-api,4,0.04,16.00,0.63,130,"21, 100, 50, 50, 50, 78, 78, 64, 50, 21, 28, 35",2026-08-20,"Sitelinks, Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
lead for realtor,10,10,880,34,34.51,https://www.housecanary.com/blog/best-lead-generation-for-realtors,4,0.04,138.00,0.6,193,"0, 0, 0, 0, 0, 0, 0, 4, 24, 24, 100, 15",2026-09-12,"Reviews, Video, Video Carousel, People also ask, Related searches, AI overview","commercial, informational",Organic
real estate lead generation programs,7,7,210,34,15.49,https://www.housecanary.com/blog/best-lead-generation-for-realtors,4,0.04,61.00,0.18,116,"20, 10, 13, 16, 6, 6, 5, 100, 10, 8, 8, 6",2026-09-06,"Sitelinks, Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
is missouri a non disclosure state,1,1,70,9,0.00,https://www.housecanary.com/blog/non-disclosure-states,4,0.04,0.00,0.01,106,"77, 55, 100, 77, 55, 77, 55, 44, 77, 55, 55, 77",2026-09-15,"Sitelinks, Reviews, Video, People also ask, Related searches, AI overview","commercial, informational",AI overview
how do you figure out cap rate,12,12,1600,40,0.20,https://www.housecanary.com/blog/cap-rate,4,0.04,0.00,0.27,127,"7, 2, 3, 3, 66, 5, 1, 66, 100, 100, 100, 52",2026-08-20,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
real estate ai agents,6,6,170,35,6.11,https://www.housecanary.com/blog/5-ai-tools-for-real-estate-agents,4,0.04,24.00,0.63,121,"100, 5, 5, 14, 7, 7, 17, 9, 11, 9, 17, 7",2026-07-29,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
what is the value of my home,34,34,6600,68,2.88,https://www.housecanary.com/blog/what-is-the-value-of-my-home,4,0.04,11.00,0.61,135,"29, 24, 36, 36, 24, 24, 24, 19, 13, 36, 100, 44",2026-09-19,"Video, People also ask, Related searches, AI overview",informational,Organic
house valuation,16,16,1600,82,2.28,https://www.housecanary.com/blog/what-is-the-value-of-my-home,4,0.04,9.00,0.54,136,"66, 35, 29, 44, 29, 29, 44, 16, 35, 8, 8, 44",2026-09-18,"Video, People also ask, Related searches, AI overview",informational,Organic
